Post Date,Description,Debit,Credit
9/23/2016,"Deposit Bulk/Checks 2,050.94 Check Count 1 Deposit Number 0000068",,2050.94
9/21/2016,Withdrawal ACH ATT/TYPE: Payment ID: 9864031004 CO: ATT,59.5,
9/19/2016,Check 001164 Tracer 0000004100,440,
9/19/2016,Withdrawal Transfer To Loan 00,200,
9/19/2016,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,5215.35,
9/19/2016,Withdrawal ACH TOYOTA FINANCIAL/TYPE: RETAIL_PAY ID: 1953775816 CO: TOYOTA FINANCIAL,920,
9/16/2016,Deposit Reconciled 0000057,,0
9/16/2016,Deposit Bulk/Checks 811.88 Check Count 1 Deposit Number 0000057,,811.88
9/16/2016,"Withdrawal Transfer/To HERNANDEZ,MARTHA 331014 Loan 01",1072.46,
9/16/2016,"Withdrawal Transfer/To HERNANDEZ,MARTHA 331014 Loan 00",345.04,
9/15/2016,Deposit Reconciled 0000030,,0
9/15/2016,"Deposit Bulk/Checks 6,208.00 Check Count 1 Deposit Number 0000030",,6208
9/15/2016,Withdrawal ACH THE GUARDIAN/TYPE: INSUR PREM ID: 9555845001 CO: THE GUARDIAN,849.54,
9/15/2016,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,125.71,
9/15/2016,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270 DATA: DC PYMNTS DCIINTNET CO: DISCOVER,107,
9/15/2016,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270 DATA: DC PYMNTS DCIINTNET CO: DISCOVER,68,
9/15/2016,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,49.99,
9/14/2016,Deposit by Check,,2167.17
9/14/2016,Uncollected Fee/Due since 09/12/16 - Courtesy Pay-Ck,34,
9/13/2016,Deposit Reconciled 0000026,,0
9/13/2016,Deposit Bulk/Checks 780.00 Check Count 1 Deposit Number 0000026,,780
9/12/2016,Uncollected Fee of $34.00 is Due,,0
9/12/2016,Courtesy Pay-Ck,,0
9/12/2016,Check 001163 Tracer 0000006215,410,
9/12/2016,Deposit Transfer From Loan 00,,214.87
9/8/2016,Withdrawal ACH AMERICAN GEN LIF/TYPE: INS PAYMT ID: 1620306330 CO: AMERICAN GEN LIF,60.11,
9/8/2016,Deposit Transfer From Loan 00,,60.11
9/7/2016,Check 001159 Tracer 0000004157,1200,
9/7/2016,Deposit Transfer From Loan 00,,147.77
9/7/2016,Check 001161 Tracer 0000006915,1662,
9/6/2016,Check 001160 Tracer 0000019098,5160,
9/6/2016,Deposit Reconciled 0000047,,0
9/6/2016,"Deposit Bulk/Checks 4,614.38 Check Count 2 Deposit Number 0000047",,4614.38
9/6/2016,Check 001162 Tracer 0000000000,5734,
9/6/2016,Withdrawal ACH Shoreline  swsho/TYPE: Rent ID: 1861072180 DATA: 15817258 CO: Shoreline swsho,1535.51,
9/6/2016,Withdrawal ACH CITI CARD ONLINE/TYPE: PAYMENT ID: CITICTP CO: CITI CARD ONLINE,1000,
9/6/2016,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,100,
9/6/2016,Deposit ACH Square Inc/TYPE: 160903P2 ID: 9424300002 CO: Square Inc,,1837.65
9/5/2016,Withdrawal Bill Payment #624921000081/BP NET10 *SERVICES NET10.COM FL Card 4320 Merchant Category Code: 4814,50.38,
9/3/2016,Deposit Transfer From Share 00/Funds Transfer via Online,,995.9
9/3/2016,Deposit Reconciled 0000030,,0
9/3/2016,Deposit Bulk/Checks 129.90 Check Count 1 Deposit Number 0000030,,129.9
9/3/2016,Withdrawal DEBIT CARD/RENTACENTER.COM 888-372-9722 TX Date 09/02/16 24445006246300292389846 Card 5968Merchant Category Code: 7394,413.63,
9/3/2016,Uncollected Fee/Due since 09/02/16 - Overdrawn ACH,34,
9/2/2016,Withdrawal ACH AETNA LIFE INS,1303.97,
9/2/2016,Deposit by Check,,10054.26
9/2/2016,Uncollected Fee of $34.00 is Due,,0
9/2/2016,Overdrawn ACH/AETNA LIFE INS,,0
9/1/2016,Withdrawal ACH NAVIENT/TYPE: NAVI DEBIT ID: 3520974271 DATA: LSC/F ------ CO: NAVIENT,204.9,
9/1/2016,Deposit Transfer From Loan 00,,618.53
8/31/2016,Withdrawal LOW BALANCE FEE,6,
8/31/2016,Deposit Transfer From Loan 00,,6
8/25/2016,Withdrawal DEBIT CARD/CITY OF CEDAR PARK 512-4015000 TX Date 08/23/16 24330666237900017012928 Card 5968Merchant Category Code: 4900,241.45,
8/24/2016,Check 001158 Tracer 0000001308,1000,
8/24/2016,Deposit Transfer From Loan 00,,36.77
8/24/2016,Withdrawal ACH UHCU/TYPE: Funds Tran ID: 9001938393 CO: UHCU,800,
8/23/2016,Withdrawal Transfer To Loan 00/Funds Transfer via Online,1000,
8/23/2016,Withdrawal Transfer To Loan 00,200,
8/23/2016,Uncollected Fee/Due since 08/22/16 - Courtesy Pay-ACH,34,
8/22/2016,Deposit Reconciled 0000026,,0
8/22/2016,"Deposit Bulk/Checks 3,285.39 Check Count 1 Deposit Number 0000026",,3285.39
8/22/2016,Uncollected Fee of $34.00 is Due,,0
8/22/2016,Courtesy Pay-ACH,,0
8/22/2016,Withdrawal ACH ATT/TYPE: Payment ID: 9864031004 CO: ATT,59.5,
8/19/2016,Uncollected Fee/Due since 08/17/16 - Courtesy Pay-ACH,34,
8/18/2016,"Withdrawal UNPAIDNSF 001157/In the amount $1,056.00.",34,
8/18/2016,Deposit ACH JPMorgan Chase/TYPE: Ext Trnsfr ID: 9200502231 CO: JPMorgan Chase,,330
8/18/2016,Deposit ACH JPMorgan Chase/TYPE: Ext Trnsfr ID: 9200502231 CO: JPMorgan Chase,,50
8/17/2016,Uncollected Fee of $34.00 is Due,,0
8/17/2016,Courtesy Pay-ACH,,0
8/17/2016,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,11725.59,
8/17/2016,Deposit Transfer From Loan 00,,144.58
8/17/2016,Withdrawal ACH TOYOTA FINANCIAL/TYPE: RETAIL_PAY ID: 1953775816 CO: TOYOTA FINANCIAL,920,
8/16/2016,Check 001156 Tracer 0000000000,528,
8/16/2016,Withdrawal at ATM #622900002873/ATM UHCU Manchaca 2 6400 MANCHACA ROAD AUSTIN TX Card 4320Merchant Category Code: 6011,300,
8/16/2016,"Withdrawal Transfer/To HERNANDEZ,MARTHA 331014 Loan 01",1072.46,
8/16/2016,"Withdrawal Transfer/To HERNANDEZ,MARTHA 331014 Loan 00",345.04,
8/16/2016,Withdrawal DEBIT CARD/PJSLIQUOR AUSTIN TX Date 08/15/16 24453886229000014773831 Card 4320Merchant Category Code: 5921,29.42,
8/15/2016,Check 001629 Tracer 0000004999,180,
8/15/2016,Check 001628 Tracer 0000002812,610,
8/15/2016,Deposit Reconciled 0000098,,0
8/15/2016,"Deposit Bulk/Checks 10,857.71 Check Count 4 Deposit Number 0000098",,10857.71
8/15/2016,Deposit Reconciled 0000030,,0
8/15/2016,Deposit Bulk/Checks 595.38 Check Count 1 Deposit Number 0000030,,595.38
8/15/2016,Deposit,,92.01
8/15/2016,Withdrawal ACH THE GUARDIAN/TYPE: INSUR PREM ID: 9555845001 CO: THE GUARDIAN,849.54,
8/15/2016,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,125.71,
8/15/2016,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270 DATA: DC PYMNTS DCIINTNET CO: DISCOVER,110,
8/15/2016,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270 DATA: DC PYMNTS DCIINTNET CO: DISCOVER,67,
8/15/2016,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,49.99,
8/13/2016,Withdrawal DEBIT CARD/H2O HAND CAR WASH &amp; DETAI CEDAR PARK TX Date 08/11/16 24765196225980000548761 Card 4320Merchant Category Code: 7542,30,
8/12/2016,Withdrawal DEBIT CARD/SUBWAY 00049999 AUSTIN TX Date 08/11/16 24164076225255186777547 Card 4320Merchant Category Code: 5814,7.74,
8/12/2016,Withdrawal DEBIT CARD/AMERICAN AIR0010635482232 FORT WORTH TX Date 08/10/16 24431066224978001991014 Card 5968Merchant Category Code: 3001,90.71,
8/12/2016,Withdrawal DEBIT CARD/AMERICAN AIR0010635482233 FORT WORTH TX Date 08/10/16 24431066224978001991022 Card 5968Merchant Category Code: 3001,15,
8/11/2016,Withdrawal DEBIT CARD/LOGANS #504 CEDAR PARK TX Date 08/10/16 24445006224200083137345 Card 4320Merchant Category Code: 5812,55.31,
8/11/2016,Withdrawal DEBIT CARD/LEES GARDEN RESTAURANT MARINA CA Date 08/10/16 24122476224900018300075 Card 5968Merchant Category Code: 5812,18.47,
8/11/2016,Withdrawal DEBIT CARD/MOVIE HOUSE &amp; EATERY A AUSTIN TX Date 08/11/16 24692166224000014310686 Card 4320Merchant Category Code: 5812,20.94,
8/11/2016,Withdrawal ACH CITI CARD ONLINE/TYPE: PAYMENT ID: CITICTP CO: CITI CARD ONLINE,1000,
8/11/2016,Withdrawal DEBIT CARD/RVT*EANES ISD 512-732-9030 TX Date 08/10/16 24445006224000385313648 Card 4320Merchant Category Code: 8211,65,
8/11/2016,Withdrawal DEBIT CARD/SALONCENTRIC5906 MONTEREY CA Date 08/10/16 24431066224069396722774 Card 5968Merchant Category Code: 5999,64.85,
8/11/2016,Withdrawal DEBIT CARD/DESIGN HAIR &amp; NAILS MARINA CA Date 08/10/16 24327436223108004825679 Card 5968Merchant Category Code: 7230,50,
8/9/2016,Deposit Reconciled 0000027,,0
8/9/2016,"Deposit Bulk/Checks 3,285.39 Check Count 1 Deposit Number 0000027",,3285.39
8/9/2016,Withdrawal ACH AMERICAN GEN LIF/TYPE: INS PAYMT ID: 1620306330 CO: AMERICAN GEN LIF,60.11,
8/9/2016,Withdrawal DEBIT CARD/WAL-MART #4488 SE2 MARINA CA Date 08/08/16 24455016221142000708213 Card 5968Merchant Category Code: 5310,204.79,
8/8/2016,Withdrawal DEBIT CARD/0126 ROUND TABLE PIZZA 831-384-7227 CA Date 08/07/16 24269796221100223906280 Card 5968Merchant Category Code: 5812,43.74,
8/8/2016,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,2000,
8/8/2016,Withdrawal Bill Payment #622125000198/BP COMCAST CALIFORN CS 1X 800-266-2278 Card 5968 Merchant Category Code: 4899,608.76,
8/6/2016,Withdrawal Bill Payment #621929000221/BP NET10 *SERVICES NET10.COM FL Card 4320 Merchant Category Code: 4814,50.38,
8/6/2016,Withdrawal DEBIT CARD/ROARING FORK- STON AUSTIN TX Date 08/05/16 24224436219105002193639 Card 4320Merchant Category Code: 5812,128.79,
8/6/2016,Withdrawal DEBIT CARD/MACY'S EAST #361 MONTEREY CA Date 08/05/16 24445736219600126487251 Card 5968Merchant Category Code: 5311,22.59,
8/6/2016,Withdrawal DEBIT CARD/PETSMART INC 75 SAND CITY CA Date 08/05/16 24692166218000941903577 Card 5968Merchant Category Code: 5995,93.1,
8/6/2016,Withdrawal DEBIT CARD/SOUTHWES 5262434865941 800-435-9792 TX Date 08/04/16 24692166218000928579879 Card 5968Merchant Category Code: 3066,532.96,
8/5/2016,Check 001626 Tracer 0000003092,1200,
8/5/2016,Deposit by Check,,4609.24
8/5/2016,Withdrawal DEBIT CARD/TACO BELL #027303 MARINA CA Date 08/04/16 24431066218207988600838 Card 5968Merchant Category Code: 5814,14.6,
8/5/2016,Withdrawal DEBIT CARD/WALGREENS #4997 MARINA CA Date 08/04/16 24445006218600105764729 Card 5968Merchant Category Code: 5912,131.33,
8/4/2016,Check 001627 Tracer 0000005037,1400,
8/4/2016,Withdrawal DEBIT CARD/SAVEMART#724 MARINA MARINA CA Date 08/02/16 24427336216710028276746 Card 5968Merchant Category Code: 5411,141.57,
8/3/2016,Check 001625 Tracer 0000000181,4860,
8/3/2016,Withdrawal DEBIT CARD/0126 - ROUND TABLE PIZZA MARINA CA Date 08/02/16 24269796216100682393092 Card 5968Merchant Category Code: 5812,30.34,
8/3/2016,Deposit ACH Square Inc/TYPE: 160803P2 ID: 9424300002 CO: Square Inc,,1552.38
8/3/2016,Withdrawal DEBIT CARD/RENTACENTER.COM 888-372-9722 TX Date 08/02/16 24445006215300249907044 Card 5968Merchant Category Code: 7394,413.63,
8/2/2016,Deposit Reconciled 0000023,,0
8/2/2016,"Deposit Bulk/Checks 3,247.50 Check Count 1 Deposit Number 0000023",,3247.5
8/2/2016,Withdrawal ACH Shoreline  swsho/TYPE: Rent ID: 1861072180 DATA: 15504395 CO: Shoreline swsho,1523.12,
8/2/2016,Withdrawal ACH AETNA LIFE INS/TYPE: PREMIUM ID: 7066033492 CO: AETNA LIFE INS,1303.97,
8/1/2016,Check 001624 Tracer 0000000000,5566,
8/1/2016,Withdrawal ACH NAVIENT/TYPE: NAVI DEBIT ID: 3520974271 DATA: LSC/F ------ CO: NAVIENT,204.9,
8/1/2016,Withdrawal DEBIT CARD/PAPA CHEVO'S TACO SHOP MARINA CA Date 07/30/16 24129426213100001015712 Card 5968Merchant Category Code: 5812,32.28,
7/29/2016,Deposit Reconciled 0000072,,0
7/29/2016,"Deposit Bulk/Checks 10,054.26 Check Count 1 Deposit Number 0000072",,10054.26
7/28/2016,Withdrawal DEBIT CARD/FAR WEST LIQUOR &amp; FINE WI AUSTIN TX Date 07/27/16 24736936210003778754610 Card 4320Merchant Category Code: 5921,33.48,
7/26/2016,Deposit Reconciled 0000026,,0
7/26/2016,"Deposit Bulk/Checks 1,842.37 Check Count 1 Deposit Number 0000026",,1842.37
7/26/2016,Withdrawal DEBIT CARD/IN *D. R. SERVICES 512-2608777 TX Date 07/25/16 24692166207000558925403 Card 4320Merchant Category Code: 8999,2000,
7/21/2016,Withdrawal ACH ATT/TYPE: Payment ID: 9864031004 CO: ATT,59.5,
7/20/2016,Withdrawal DEBIT CARD/4419 GOLDS GYM MONTEREY MONTEREY CA Date 07/19/16 24910166202006664828325 Card 5968Merchant Category Code: 7997,450,
7/19/2016,Check 001622 Tracer 0000007573,1056,
7/19/2016,Withdrawal ACH WFFNB CREDITCARD/TYPE: PAYMENT ID: WFRSAUTOPY CO: WFFNB CREDITCARD,1000,
7/18/2016,Check 001621 Tracer 0000015035,440,
7/18/2016,Check 001440 Tracer 0000005202,5685.87,
7/18/2016,Withdrawal Transfer To Loan 00,200,
7/18/2016,Withdrawal ACH WEBFILE TAX PYMT/TYPE: DD ID: 2146000311 DATA: CPA TAX PAYMENTS CO: WEBFILE TAX PYMT,1723.84,
7/18/2016,Withdrawal ACH TOYOTA FINANCIAL/TYPE: RETAIL_PAY ID: 1953775816 CO: TOYOTA FINANCIAL,920,
7/16/2016,"Withdrawal Transfer/To HERNANDEZ,MARTHA 331014 Loan 01",1072.46,
7/16/2016,"Withdrawal Transfer/To HERNANDEZ,MARTHA 331014 Loan 00",345.04,
7/16/2016,Check 001623 Tracer 0000000000,528,
7/16/2016,Deposit Reconciled 0000012,,0
7/16/2016,"Deposit Bulk/Checks 2,110.88 Check Count 2 Deposit Number 0000012",,2110.88
7/15/2016,Withdrawal ACH THE GUARDIAN/TYPE: INSUR PREM ID: 9555845001 CO: THE GUARDIAN,849.54,
7/15/2016,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,125.71,
7/15/2016,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,49.99,
7/13/2016,Deposit by Check,,6196.24
7/12/2016,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,2231.15,
7/12/2016,Withdrawal ACH PROG COUNTY MUT/TYPE: INS PREM ID: 9409348153 DATA: BRANCH03DEBIT ACH CO: PROG COUNTY MUT,511.99,
7/11/2016,Deposit by Check,,7875.05
7/11/2016,Deposit ACH Square Inc/TYPE: 160709P2 ID: 9424300002 CO: Square Inc,,5.83
7/9/2016,Withdrawal DEBIT CARD/SQ *BEYOND ECO CLEANING S Cedar Park TX Date 07/08/16 24692166190000966808489 Card 4320Merchant Category Code: 8999,1,
7/8/2016,Withdrawal DEBIT CARD/SQ *BEYOND ECO CLEANING S Cedar Park TX Date 07/08/16 24692166190000856856465 Card 4320Merchant Category Code: 8999,5,
7/8/2016,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,1000,
7/8/2016,Withdrawal ACH Square Inc/TYPE: 160708A2 ID: 9424300002 CO: Square Inc,0.49,
7/8/2016,Deposit ACH Square Inc/TYPE: 160708P2 ID: 9424300002 CO: Square Inc,,4.86
7/8/2016,Deposit ACH Square Inc/TYPE: 160708A2 ID: 9424300002 CO: Square Inc,,0.49
7/7/2016,Withdrawal DEBIT CARD/B W STOVALLS INN ANAHEIM CA Date 07/06/16 24512396189453100032504 Card 5968Merchant Category Code: 3502,172.16,
7/7/2016,Withdrawal DEBIT CARD/B W STOVALLS INN ANAHEIM CA Date 07/06/16 24512396189453100032496 Card 5968Merchant Category Code: 3502,161.63,
7/7/2016,Withdrawal DEBIT CARD/B W STOVALLS INN ANAHEIM CA Date 07/06/16 24512396189453100032124 Card 5968Merchant Category Code: 3502,39,
7/7/2016,Deposit by Check,,5300
7/7/2016,Withdrawal Bill Payment #618921000084/BP NET10 *SERVICES NET10.COM FL Card 4320 Merchant Category Code: 4814,50.38,
7/7/2016,Withdrawal ACH AMERICAN GEN LIF/TYPE: INS PAYMT ID: 1620306330 CO: AMERICAN GEN LIF,60.11,
7/7/2016,Withdrawal DEBIT CARD/DOUBLETREE FESS PARKER SANTA BARBARA CA Date 07/05/16 24755426188171885235843 Card 5968Merchant Category Code: 3692,576.5,
7/7/2016,Withdrawal DEBIT CARD/DOUBLETREE FESS PARKER SANTA BARBARA CA Date 07/05/16 24755426188171885236551 Card 5968Merchant Category Code: 3692,57.5,
7/7/2016,Withdrawal DEBIT CARD/DOUBLETREE FESS PARKER SANTA BARBARA CA Date 07/05/16 24755426188171885236403 Card 5968Merchant Category Code: 3692,48.35,
7/7/2016,Withdrawal DEBIT CARD/DOUBLETREE FESS PARKER SANTA BARBARA CA Date 07/05/16 24755426188171885235835 Card 5968Merchant Category Code: 3692,575.82,
7/6/2016,Check 001155 Tracer 0000008399,350,
7/6/2016,Check 001153 Tracer 0000008337,1106,
7/6/2016,Check 001154 Tracer 0000005239,1200,
7/5/2016,Check 001151 Tracer 0000008481,4410,
7/5/2016,Check 001152 Tracer 0000000000,5400,
7/5/2016,Deposit by Check,,4530.76
7/5/2016,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,14151,
7/5/2016,Withdrawal ACH AETNA LIFE INS/TYPE: PREMIUM ID: 7066033492 CO: AETNA LIFE INS,1303.97,
7/5/2016,Withdrawal ACH Shoreline  swsho/TYPE: Rent ID: 1861072180 DATA: 15130450 CO: Shoreline swsho,1237.54,
7/4/2016,Withdrawal DEBIT CARD/MONTEREY BAY AQUARIUM 861-648-4995 CA Date 07/03/16 24761976186838005338495 Card 5968Merchant Category Code: 8398,359.6,
7/4/2016,Withdrawal DEBIT CARD/PAPA CHEVO'S TACO SHOP MARINA CA Date 07/03/16 24129426185100001164597 Card 5968Merchant Category Code: 5812,65.78,
7/1/2016,Deposit by Check,,10054.26
7/1/2016,Deposit,,10000
7/1/2016,Withdrawal ACH NAVIENT/TYPE: NAVI DEBIT ID: 3520974271 DATA: LSC/F ------ CO: NAVIENT,204.9,
6/30/2016,Withdrawal LOW BALANCE FEE,6,
6/29/2016,Withdrawal Overdrawn ACH/AMEX EPayment,34,
6/24/2016,Instant Issue Debit Card Issued,,0
6/23/2016,Withdrawal Overdrawn ACH/AMEX EPayment,34,
6/22/2016,Deposit Reconciled 0000025,,0
6/22/2016,Deposit Bulk/Checks 527.50 Check Count 1 Deposit Number 0000025,,527.5
6/21/2016,Check 001149 Tracer 0000009395,1056,
6/21/2016,Withdrawal ACH ATT/TYPE: Payment ID: 9864031004 CO: ATT,59.5,
6/20/2016,Check 001144 Tracer 0000003088,470,
6/20/2016,Deposit Reconciled 0000042,,0
6/20/2016,Withdrawal at ATM #617200000967/ATM 2009 CAPITAL-179968 2009 CAPITAL OF TEXAS H AUSTIN TX Card 4320Merchant Category Code: 6011,200,
6/20/2016,"Deposit Bulk/Checks 1,742.83 Check Count 1 Deposit Number 0000042",,1742.83
6/20/2016,Withdrawal ACH WFFNB CREDITCARD/TYPE: PAYMENT ID: WFRSAUTOPY CO: WFFNB CREDITCARD,1000,
6/18/2016,Check 001148 Tracer 0000000000,528,
6/17/2016,Deposit Reconciled 0000060,,0
6/17/2016,"Deposit Bulk/Checks 1,972.37 Check Count 1 Deposit Number 0000060",,1972.37
6/17/2016,Withdrawal Overdrawn ACH/AMEX EPayment,34,
6/17/2016,Withdrawal ACH CITI CARD ONLINE/TYPE: PAYMENT ID: CITICTP CO: CITI CARD ONLINE,6570.26,
6/17/2016,Withdrawal ACH TOYOTA FINANCIAL/TYPE: RETAIL_PAY ID: 1953775816 CO: TOYOTA FINANCIAL,920,
6/16/2016,Deposit Reconciled 0000024,,0
6/16/2016,"Deposit Bulk/Checks 7,159.88 Check Count 2 Deposit Number 0000024",,7159.88
6/16/2016,"Withdrawal Transfer/To HERNANDEZ,MARTHA 331014 Loan 01",1072.46,
6/16/2016,"Withdrawal Transfer/To HERNANDEZ,MARTHA 331014 Loan 00",345.04,
6/15/2016,Deposit Reconciled 0000052,,0
6/15/2016,Deposit Bulk/Checks 541.25 Check Count 1 Deposit Number 0000052,,541.25
6/15/2016,Withdrawal ACH THE GUARDIAN/TYPE: INSUR PREM ID: 9555845001 CO: THE GUARDIAN,849.54,
6/15/2016,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,125.71,
6/15/2016,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,49.99,
6/14/2016,Deposit by Check,,1571.79
6/14/2016,Withdrawal ACH Banana Visa/TYPE: BR EPAY ID: 9130142001 CO: Banana Visa,312.76,
6/13/2016,Check 001147 Tracer 0000002009,560,
6/13/2016,Deposit Reconciled 0000063,,0
6/13/2016,"Deposit Bulk/Checks 4,067.05 Check Count 2 Deposit Number 0000063",,4067.05
6/9/2016,Check 001145 Tracer 0000002219,4100,
6/7/2016,Check 001143 Tracer 0000007779,2782,
6/7/2016,Deposit Reconciled 0000023,,0
6/7/2016,"Deposit Bulk/Checks 6,312.82 Check Count 2 Deposit Number 0000023",,6312.82
6/7/2016,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,66,
6/7/2016,Withdrawal ACH AMERICAN GEN LIF/TYPE: INS PAYMT ID: 1620306330 CO: AMERICAN GEN LIF,60.11,
6/7/2016,Withdrawal Bill Payment #615923000621/BP NET10 *SERVICES NET10.COM FL Card 4320 Merchant Category Code: 4814,50.38,
6/6/2016,Check 001142 Tracer 0000000000,5036,
6/3/2016,Deposit by Check,,10314.26
6/2/2016,Withdrawal ACH AETNA LIFE INS/TYPE: PREMIUM ID: 7066033492 CO: AETNA LIFE INS,1303.97,
6/2/2016,Withdrawal ACH UHCU/TYPE: External F ID: 9001760341 CO: UHCU,500,
6/1/2016,Withdrawal ACH NAVIENT/TYPE: NAVI DEBIT ID: 3520974271 DATA: LSC/F ------ CO: NAVIENT,204.9,
5/31/2016,Withdrawal LOW BALANCE FEE,6,
5/29/2016,Uncollected Fee/Due since 05/23/16 - Courtesy Pay-Ck,34,
5/28/2016,Deposit Reconciled 0000030,,0
5/28/2016,"Deposit Bulk/Checks 2,381.39 Check Count 1 Deposit Number 0000030",,2381.39
5/23/2016,Uncollected Fee of $34.00 is Due,,0
5/23/2016,Courtesy Pay-Ck,,0
5/23/2016,Check 001138 Tracer 0000006354,360,
5/23/2016,Withdrawal ACH ATT/TYPE: Payment ID: 9864031004 CO: ATT,59.5,
5/21/2016,Uncollected Fee/Due since 05/19/16 - Courtesy Pay-Ck,34,
5/20/2016,Deposit Reconciled 0000053,,0
5/20/2016,Deposit Bulk/Checks 442.63 Check Count 2 Deposit Number 0000053,,442.63
5/19/2016,Uncollected Fee of $34.00 is Due,,0
5/19/2016,Courtesy Pay-Ck,,0
5/19/2016,Check 001140 Tracer 0000003138,960,
5/17/2016,Withdrawal ACH TOYOTA FINANCIAL/TYPE: RETAIL_PAY ID: 1953775816 CO: TOYOTA FINANCIAL,920,
5/16/2016,Check 001141 Tracer 0000000000,920,
5/16/2016,"Withdrawal Transfer/To HERNANDEZ,MARTHA 331014 Loan 01",1072.46,
5/16/2016,"Withdrawal Transfer/To HERNANDEZ,MARTHA 331014 Loan 00",345.04,
5/16/2016,Deposit Reconciled 0000028,,0
5/16/2016,"Deposit Bulk/Checks 2,403.16 Check Count 2 Deposit Number 0000028",,2403.16
5/16/2016,Withdrawal ACH THE GUARDIAN/TYPE: INSUR PREM ID: 9555845001 CO: THE GUARDIAN,849.54,
5/16/2016,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,125.71,
5/16/2016,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,49.99,
5/13/2016,Check 001131 Tracer 0000004901,480,
5/13/2016,Deposit Reconciled 0000090,,0
5/13/2016,"Deposit Bulk/Checks 2,383.67 Check Count 3 Deposit Number 0000090",,2383.67
5/11/2016,Check 001137 Tracer 0000000000,5000,
5/10/2016,Deposit Reconciled 0000119,,0
5/10/2016,"Deposit Bulk/Checks 200.26 Check Count 1 Loose Currency 4,000.00Deposit Number 0000119",,4200.26
5/9/2016,"Withdrawal UNPAIDNSF 001136/In the amount $6,540.00.",34,
5/9/2016,Withdrawal ACH AMEX EPayment/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPayment,13962.78,
5/9/2016,Withdrawal ACH CITI CARD ONLINE/TYPE: PAYMENT ID: CITICTP CO: CITI CARD ONLINE,4000,
5/9/2016,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,1000,
5/9/2016,Withdrawal ACH AMERICAN GEN LIF/TYPE: INS PAYMT ID: 1620306330 CO: AMERICAN GEN LIF,60.11,
5/8/2016,Withdrawal Bill Payment #612922000441/BP NET10 *SERVICES NET10.COM FL Card 4320 Merchant Category Code: 4814,50.38,
5/6/2016,Check 001135 Tracer 0000010825,1000,
5/6/2016,Check 001132 Tracer 0000003089,2148,
5/6/2016,Check 001133 Tracer 0000000000,480,
5/6/2016,United Heritage Charity Foundation,,0
